County,Circuit,POC *(Not Originally in Scope),Isolation Device,Customers De‐Energized,Imminent De‐Energization Notification Sent,De‐Energized Date and Time,De‐energized Notification Sent,IC Approved Restoration Time,Imminent Re‐Energization Notification Sent,Re‐Energized (1st load),Customers Re-Energized (1st load),Re‐Energized (All load),Customers Re‐Energized (All load),Re‐energized Notification Sent,All Clear Notification,month,days,year
San Bernardino,ECHO,1/18 ‐ 1/20,RAR0826,118.0,1/19/2021 02:19,1/19/2021 08:08,1/19/2021 08:59,1/19/2021 19:13,1/19/2021 20:34,‐,‐,1/20/2021 00:27,118.0,1/20/2021 04:23,1/21/2021 14:06,Jan,12-21,2021
San Bernardino,BADGER,1/18 ‐ 1/20,RCS4207‐5,1250.0,‐,1/19/2021 08:31,‐,1/19/2021 19:13,1/19/2021 20:18,‐,‐,1/19/2021 22:28,1250.0,1/19/2021 22:58,1/21/2021 14:06,Jan,12-21,2021
San Bernardino,BLUE CUT,1/18 ‐ 1/20,CB,292.0,1/19/2021 06:38,1/19/2021 08:34,1/19/2021 09:13,1/19/2021 19:13,‐,1/20/2021 19:50,25,1/21/2021 02:07,292.0,1/21/2021 02:39,1/21/2021 14:06,Jan,12-21,2021
San Bernardino,VERDEMONT,1/18 ‐ 1/20,RAR0805,3.0,1/19/2021 06:38,1/19/2021 08:34,1/19/2021 09:13,1/19/2021 19:13,1/19/2021 21:27,‐,‐,1/20/2021 14:32,3.0,1/20/2021 14:54,1/21/2021 14:23,Jan,12-21,2021
San Bernardino,CARMELITA,1/18 ‐ 1/20,CB,2404.0,‐,1/19/2021 09:29,1/19/2021 09:32,1/19/2021 19:13,1/19/2021 20:21,1/19/2021 20:51,396,1/20/2021 11:46,2404.0,1/19/2021 23:11,1/21/2021 14:06,Jan,12-21,2021
San Bernardino,NORTHPARK,1/18 ‐ 1/20,CB to OPEN RAR0824,479.0,1/18/2021 09:02,1/19/2021 15:25,1/19/2021 15:43,1/19/2021 19:13,1/19/2021 21:02,1/19/2021 21:11,474,1/20/2021 02:57,479.0,1/19/2021 21:54,1/21/2021 14:23,Jan,12-21,2021
Ventura,BELPAC,1/18 ‐ 1/20,CB,3204.0,1/18/2021 10:24,1/18/2021 11:22,1/18/2021 11:28,1/18/2021 11:19,circuit imminent re‐en),1/18/2021 11:51,1344,1/18/2021 17:19,3204.0,1/18/2021 17:49,1/21/2021 14:34,Jan,12-21,2021
Ventura,YOSEMITE,1/18 ‐ 1/20,PH1401236E,33.0,1/18/2021 19:08,1/18/2021 20:49,1/18/2021 21:27,1/20/2021 05:52,1/20/2021 06:15,1/20/2021 08:31,1,1/20/2021 08:49,33.0,‐,1/21/2021 14:34,Jan,12-21,2021
Ventura,ANTON,1/18 ‐ 1/20,RAR0217,119.0,1/19/2021 01:42,1/19/2021 01:49,1/19/2021 02:35,1/20/2021 16:12,1/20/2021 16:42,1/20/2021 00:31,116,1/21/2021 10:46,119.0,1/21/2021 01:34,1/21/2021 14:34,Jan,12-21,2021
VENTURA,ANTON,1/18 ‐ 1/20,RAR1992,20.0,1/19/2021 01:42,1/19/2021 01:49,1/19/2021 02:35,1/20/2021 16:12,1/20/2021 16:42,‐,‐,1/21/2021 00:41,20.0,1/21/2021 01:34,1/21/2021 14:34,Jan,12-21,2021
Ventura,BALCOM,1/18 ‐ 1/20,RCS1127,359.0,1/19/2021 02:20,1/19/2021 02:31,1/19/2021 02:51,1/20/2021 16:21,1/21/2021 09:35,1/21/2021 11:44,3,1/21/2021 11:46,359.0,1/21/2021 12:02,1/21/2021 14:34,Jan,12-21,2021
Ventura,RAINBOW,1/18 ‐ 1/20,RAR1941,18.0,1/18/2021 09:21,1/19/2021 02:35,1/19/2021 03:15,1/20/2021 15:32,1/21/2021 09:52,‐,‐,1/21/2021 11:04,18.0,1/21/2021 11:29,1/21/2021 14:34,Jan,12-21,2021
Ventura,TAPO,1/18 ‐ 1/20,RAR6509,57.0,1/18/2021 11:23,1/19/2021 03:01,1/19/2021 03:55,1/20/2021 14:12,1/20/2021 14:24,‐,‐,1/21/2021 03:25,57.0,‐,1/21/2021 14:34,Jan,12-21,2021
Ventura,CASTRO,1/18 ‐ 1/20,RAR0179,224.0,1/18/2021 09:02,1/19/2021 03:09,1/19/2021 03:25,1/20/2021 12:29,1/20/2021 13:19,‐,‐,1/20/2021 17:05,224.0,1/20/2021 17:20,1/21/2021 14:34,Jan,12-21,2021
Ventura,ESTABAN,1/18 ‐ 1/20,RAR9580,156.0,1/19/2021 03:50,1/19/2021 03:51,1/19/2021 04:12,1/20/2021 15:19,1/20/2021 15:29,1/20/2021 17:53,148,1/21/2021 10:52,156.0,‐,1/21/2021 14:34,Jan,12-21,2021
Ventura,BUCKHORN,1/18 ‐ 1/20,RAR0403,84.0,‐,1/19/2021 03:52,1/19/2021 04:19,1/19/2021 19:46,‐,‐,‐,1/20/2021 15:19,84.0,1/20/2021 17:37,1/21/2021 14:34,Jan,12-21,2021
Ventura,TIMBER CANYON,1/18 ‐ 1/20,RAR0255,42.0,1/19/2021 04:09,1/19/2021 05:04,1/19/2021 05:28,1/20/2021 12:29,1/20/2021 13:11,‐,‐,1/21/2021 12:00,42.0,1/21/2021 12:40,1/21/2021 14:34,Jan,12-21,2021
Ventura,ANGUS,1/18 ‐ 1/20,RAR3737,89.0,1/19/2021 04:09,1/19/2021 05:08,1/19/2021 05:28,1/20/2021 16:21,1/21/2021 09:47,1/21/2021 10:51,39,1/21/2021 11:54,89.0,1/21/2021 12:08,1/21/2021 14:34,Jan,12-21,2021
Ventura,ZONE,1/18 ‐ 1/20,RAR0475,55.0,1/19/2021 05:05,1/19/2021 05:15,1/19/2021 05:23,1/20/2021 15:21,1/20/2021 15:28,‐,‐,1/20/2021 21:01,55.0,1/20/2021 22:41,1/21/2021 14:34,Jan,12-21,2021
Ventura,RICARDO,1/18 ‐ 1/20,RAR0141,531.0,‐,1/19/2021 05:21,1/19/2021 06:17,1/20/2021 13:06,1/20/2021 13:47,1/20/2021 15:21,525,1/20/2021 17:49,531.0,1/20/2021 15:35,1/21/2021 14:34,Jan,12-21,2021
Ventura,RAINBOW,1/18 ‐ 1/20,RAR2137,159.0,1/18/2021 09:21,1/19/2021 05:46,1/19/2021 06:07,1/20/2021 15:32,1/21/2021 09:52,‐,‐,1/21/2021 11:05,159.0,1/21/2021 11:29,1/21/2021 14:34,Jan,12-21,2021
Ventura,ZONE,1/18 ‐ 1/20,CB,891.0,1/19/2021 05:05,1/19/2021 05:46,‐,1/20/2021 15:21,1/20/2021 15:28,1/20/2021 20:39,389,1/20/2021 23:56,891.0,1/20/2021 22:41,1/21/2021 14:34,Jan,12-21,2021
Ventura,AMBERCREST,1/18 ‐ 1/20,CB,1819.0,1/18/2021 11:09,1/19/2021 08:18,‐,1/19/2021 10:58,‐,‐,‐,1/19/2021 11:49,1819.0,‐,1/21/2021 14:06,Jan,12-21,2021
Ventura,HAMPSHIRE,1/18 ‐ 1/20,CB,3092.0,1/18/2021 11:09,1/19/2021 08:19,‐,1/19/2021 23:37,1/19/2021 22:58,1/20/2021 03:53,886,1/20/2021 09:40,3092.0,1/20/2021 09:48,1/21/2021 14:06,Jan,12-21,2021
Ventura,HILLCREST,1/18 ‐ 1/20,CB,2131.0,1/18/2021 11:09,1/19/2021 08:19,‐,1/20/2021 13:42,1/20/2021 14:02,1/20/2021 16:12,1279,1/20/2021 16:56,2131.0,1/20/2021 17:06,1/21/2021 14:34,Jan,12-21,2021
Ventura,GOLDSMITH,1/18 ‐ 1/20,CB,3068.0,1/18/2021 12:11,1/19/2021 08:20,‐,1/20/2021 12:02,1/20/2021 12:15,1/20/2021 13:32,41,1/20/2021 14:31,3068.0,1/20/2021 14:43,1/21/2021 14:34,Jan,12-21,2021
Ventura,LANGER,1/18 ‐ 1/20,CB,1710.0,1/18/2021 11:09,1/19/2021 08:20,‐,1/20/2021 09:29,1/20/2021 09:39,1/20/2021 12:14,147,1/21/2021 08:33,1710.0,1/21/2021 09:55,1/21/2021 14:34,Jan,12-21,2021
Ventura,CASSIDY,1/18 ‐ 1/20,RCS1246‐2,190.0,1/18/2021 10:34,1/19/2021 08:23,‐,1/20/2021 13:28,‐,1/20/2021 15:47,168,1/20/2021 15:49,190.0,‐,1/21/2021 14:34,Jan,12-21,2021
Ventura,ANTON,1/18 ‐ 1/20,RAR0621,138.0,1/19/2021 04:53,1/19/2021 08:26,‐,1/20/2021 16:12,1/20/2021 16:42,‐,‐,1/21/2021 00:35,138.0,1/21/2021 01:34,1/21/2021 14:34,Jan,12-21,2021
Ventura,ENCHANTED,1/18 ‐ 1/20,CB,374.0,1/19/2021 05:05,1/19/2021 08:33,1/19/2021 12:34,1/20/2021 13:28,‐,1/19/2021 15:10,110,1/20/2021 18:07,374.0,‐,1/21/2021 14:34,Jan,12-21,2021
Ventura,MIDDLE ROAD,1/18 ‐ 1/20,CB,414.0,1/19/2021 03:31,1/19/2021 08:33,‐,1/20/2021 02:52,1/20/2021 03:22,1/20/2021 08:09,‐,1/20/2021 09:01,414.0,1/20/2021 09:10,1/21/2021 14:34,Jan,12-21,2021
Ventura,ESTABAN,1/18 ‐ 1/20,RAR7446,93.0,1/19/2021 07:22,1/19/2021 08:35,‐,1/20/2021 15:19,‐,1/20/2021 17:44,52,1/21/2021 10:51,93.0,‐,1/21/2021 14:34,Jan,12-21,2021
Ventura,MORGANSTEIN,1/18 ‐ 1/20,RAR1360,643.0,1/19/2021 07:02,1/19/2021 08:51,1/19/2021 10:49,1/20/2021 13:28,1/20/2021 13:58,1/20/2021 17:13,618,1/20/2021 19:30,643.0,1/20/2021 18:38,1/21/2021 14:34,Jan,12-21,2021
Ventura,ROSA,1/18 ‐ 1/20,RCS3452‐2,761.0,1/18/2021 11:44,1/19/2021 08:53,1/19/2021 09:40,1/20/2021 15:34,1/20/2021 16:03,1/20/2021 21:47,677,1/21/2021 12:36,761.0,1/20/2021 22:36,‐,Jan,12-21,2021
Ventura,DONLON,1/18 ‐ 1/20,RAR3474,38.0,1/18/2021 12:03,1/19/2021 08:55,1/19/2021 10:01,1/20/2021 15:35,1/20/2021 16:03,‐,‐,1/21/2021 11:12,38.0,1/21/2021 11:27,1/21/2021 14:34,Jan,12-21,2021
Ventura,WHITECLIFF,1/18 ‐ 1/20,RCS5414‐3,2777.0,‐,1/19/2021 09:21,1/19/2021 16:44,1/19/2021 22:37,1/19/2021 22:58,‐,‐,1/20/2021 01:20,2777.0,1/20/2021 09:18,1/21/2021 14:34,Jan,12-21,2021
Ventura,DONLON,1/18 ‐ 1/20,RAR0011,146.0,1/18/2021 12:03,1/19/2021 09:35,1/19/2021 10:01,1/20/2021 15:35,1/21/2021 09:39,‐,‐,1/21/2021 11:12,146.0,1/21/2021 11:27,1/21/2021 14:34,Jan,12-21,2021
Ventura,DONLON,1/18 ‐ 1/20,CB,346.0,1/18/2021 12:03,1/19/2021 09:53,1/19/2021 10:01,1/20/2021 15:35,1/21/2021 09:39,1/21/2021 08:10,267,1/21/2021 09:45,346.0,1/21/2021 11:27,1/21/2021 14:34,Jan,12-21,2021
Ventura,BUCKNER,1/18 ‐ 1/20,CB,2302.0,1/19/2021 07:56,1/19/2021 10:38,‐,1/19/2021 17:52,1/19/2021 18:14,1/19/2021 22:13,1194,1/19/2021 22:14,2302.0,1/19/2021 22:52,1/21/2021 14:06,Jan,12-21,2021
Ventura,ERRINGER,1/18 ‐ 1/20,CB,3063.0,‐,1/19/2021 10:39,‐,1/20/2021 13:15,1/20/2021 13:26,1/20/2021 14:54,393,1/20/2021 15:03,3063.0,1/20/2021 15:15,1/21/2021 14:34,Jan,12-21,2021
Ventura,EVERETT,1/18 ‐ 1/20,CB,2051.0,1/19/2021 06:32,1/19/2021 10:41,‐,1/20/2021 13:42,1/20/2021 13:53,1/20/2021 00:22,295,1/21/2021 00:25,2051.0,1/21/2021 00:38,1/21/2021 14:34,Jan,12-21,2021
Ventura,STRATHERN,1/18 ‐ 1/20,CB,3088.0,1/19/2021 05:38,1/19/2021 10:41,‐,1/20/2021 13:28,1/20/2021 13:37,1/20/2021 22:10,2654,1/21/2021 09:57,3088.0,1/21/2021 10:10,‐,Jan,12-21,2021
Ventura,COVENTRY,1/18 ‐ 1/20,RAR1055,649.0,‐,1/19/2021 11:57,‐,1/20/2021 13:06,1/20/2021 13:23,‐,‐,1/20/2021 16:27,649.0,1/20/2021 16:45,1/21/2021 14:34,Jan,12-21,2021
Ventura,SHERWOOD,1/18 ‐ 1/20,CB,65.0,‐,1/19/2021 11:57,‐,1/20/2021 13:06,‐,‐,‐,1/20/2021 16:27,65.0,‐,1/21/2021 14:34,Jan,12-21,2021
Ventura,WHITECLIFF,1/18 ‐ 1/20,CB,879.0,‐,1/19/2021 13:50,1/19/2021 16:44,1/19/2021 22:37,1/19/2021 22:58,1/20/2021 03:39,51,1/20/2021 15:23,879.0,1/20/2021 09:18,1/21/2021 14:34,Jan,12-21,2021
Riverside,ACCENT,1/18 ‐ 1/20*,CB,1584.0,1/19/2021 11:39,1/19/2021 12:40,1/19/2021 13:09,1/19/2021 19:52,‐,‐,‐,1/19/2021 21:54,1584.0,‐,1/21/2021 15:23,Jan,12-21,2021
